project_id,visual_group_id,file_id,region_id,filename
nls-chapbooks-illustrations,illustration-group,1,0,"104186757/image/108891464.3.jpg"
nls-chapbooks-illustrations,illustration-group,4,0,"104185478/image/108739544.3.jpg"
nls-chapbooks-illustrations,illustration-group,6,0,"104185792/image/108708860.3.jpg"
nls-chapbooks-illustrations,illustration-group,8,0,"104185835/image/117659115.3.jpg"
nls-chapbooks-illustrations,illustration-group,9,0,"104185835/image/117658851.3.jpg"
nls-chapbooks-illustrations,illustration-group,10,0,"104185835/image/117658887.3.jpg"
nls-chapbooks-illustrations,illustration-group,11,0,"104185835/image/117658875.3.jpg"
nls-chapbooks-illustrations,illustration-group,23,0,"104186420/image/108584325.3.jpg"
nls-chapbooks-illustrations,illustration-group,24,0,"104186420/image/108584337.3.jpg"
nls-chapbooks-illustrations,illustration-group,25,0,"104184697/image/108853400.3.jpg"
nls-chapbooks-illustrations,illustration-group,41,0,"104184639/image/117777258.3.jpg"
nls-chapbooks-illustrations,illustration-group,46,0,"104184516/image/117813931.3.jpg"
nls-chapbooks-illustrations,illustration-group,47,0,"104184554/image/117823424.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,0,"104184436/image/117777546.3.jpg"
nls-chapbooks-illustrations,illustration-group,51,0,"104186143/image/108609789.3.jpg"
nls-chapbooks-illustrations,illustration-group,55,0,"104186350/image/108942980.3.jpg"
nls-chapbooks-illustrations,illustration-group,56,0,"104186534/image/108925688.3.jpg"
nls-chapbooks-illustrations,illustration-group,58,0,"104184199/image/106035119.3.jpg"
nls-chapbooks-illustrations,illustration-group,59,0,"104186380/image/108585861.3.jpg"
nls-chapbooks-illustrations,illustration-group,60,0,"104184575/image/107730963.3.jpg"
nls-chapbooks-illustrations,illustration-group,65,0,"104184163/image/107119415.3.jpg"
nls-chapbooks-illustrations,illustration-group,67,0,"104184163/image/107119319.3.jpg"
nls-chapbooks-illustrations,illustration-group,68,0,"104184163/image/107119199.3.jpg"
nls-chapbooks-illustrations,illustration-group,69,0,"104186153/image/108957776.3.jpg"
nls-chapbooks-illustrations,illustration-group,71,0,"104184695/image/108853592.3.jpg"
nls-chapbooks-illustrations,illustration-group,72,0,"104186887/image/108877352.3.jpg"
nls-chapbooks-illustrations,illustration-group,73,0,"104186086/image/108623469.3.jpg"
nls-chapbooks-illustrations,illustration-group,74,0,"104186086/image/108623445.3.jpg"
nls-chapbooks-illustrations,illustration-group,75,0,"104186086/image/108623313.3.jpg"
nls-chapbooks-illustrations,illustration-group,76,0,"104186086/image/108623277.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,0,"104186086/image/108623373.3.jpg"
nls-chapbooks-illustrations,illustration-group,78,0,"104186086/image/108623493.3.jpg"
nls-chapbooks-illustrations,illustration-group,79,0,"104186086/image/108623457.3.jpg"
nls-chapbooks-illustrations,illustration-group,80,0,"104186086/image/108623529.3.jpg"
nls-chapbooks-illustrations,illustration-group,81,0,"104186086/image/108623349.3.jpg"
nls-chapbooks-illustrations,illustration-group,82,0,"104186086/image/108623433.3.jpg"
nls-chapbooks-illustrations,illustration-group,83,0,"104186086/image/108623325.3.jpg"
nls-chapbooks-illustrations,illustration-group,84,0,"104184469/image/117806905.3.jpg"
nls-chapbooks-illustrations,illustration-group,90,0,"104185771/image/108642561.3.jpg"
nls-chapbooks-illustrations,illustration-group,94,0,"104186785/image/108570165.3.jpg"
nls-chapbooks-illustrations,illustration-group,96,0,"104184756/image/108847712.3.jpg"
nls-chapbooks-illustrations,illustration-group,99,0,"104186312/image/108945512.3.jpg"
nls-chapbooks-illustrations,illustration-group,100,0,"104184546/image/117825404.3.jpg"
nls-chapbooks-illustrations,illustration-group,101,0,"104184546/image/117825440.3.jpg"
