project_id,visual_group_id,set_id,file_id,region_index,filename
nls-chapbooks-illustrations,illustration-group,33,1936,0,"104184950/image/108821864.3.jpg"
nls-chapbooks-illustrations,illustration-group,33,2078,0,"104185033/image/108807848.3.jpg"
nls-chapbooks-illustrations,illustration-group,33,2396,0,"104184940/image/108824744.3.jpg"
nls-chapbooks-illustrations,illustration-group,33,2757,0,"104184842/image/108830504.3.jpg"
nls-chapbooks-illustrations,illustration-group,33,2774,0,"104185129/image/108507549.3.jpg"
nls-chapbooks-illustrations,illustration-group,33,3060,0,"104185055/image/108801512.3.jpg"
nls-chapbooks-illustrations,illustration-group,33,3399,0,"104184848/image/108828776.3.jpg"
nls-chapbooks-illustrations,illustration-group,34,2741,0,"104184793/image/108840008.3.jpg"
nls-chapbooks-illustrations,illustration-group,34,3242,0,"104184627/image/117860647.3.jpg"
nls-chapbooks-illustrations,illustration-group,34,3566,0,"104184630/image/117860359.3.jpg"
nls-chapbooks-illustrations,illustration-group,35,2735,0,"104187207/image/108526989.3.jpg"
nls-chapbooks-illustrations,illustration-group,35,2950,0,"104185644/image/108646677.3.jpg"
nls-chapbooks-illustrations,illustration-group,35,339,3,"104185211/image/108776240.3.jpg"
nls-chapbooks-illustrations,illustration-group,35,1660,3,"104187213/image/108859832.3.jpg"
nls-chapbooks-illustrations,illustration-group,36,2721,0,"104185581/image/108730832.3.jpg"
nls-chapbooks-illustrations,illustration-group,36,3033,0,"104185570/image/108734000.3.jpg"
nls-chapbooks-illustrations,illustration-group,37,2700,0,"104186745/image/108892616.3.jpg"
nls-chapbooks-illustrations,illustration-group,37,2842,0,"104186999/image/108869744.3.jpg"
nls-chapbooks-illustrations,illustration-group,38,2668,0,"104186212/image/108601461.3.jpg"
nls-chapbooks-illustrations,illustration-group,38,3247,0,"104186176/image/108952136.3.jpg"
nls-chapbooks-illustrations,illustration-group,39,2647,0,"104186393/image/108938096.3.jpg"
nls-chapbooks-illustrations,illustration-group,39,2811,0,"104187032/image/108545901.3.jpg"
nls-chapbooks-illustrations,illustration-group,40,43,0,"104185135/image/108506973.3.jpg"
nls-chapbooks-illustrations,illustration-group,40,1686,0,"104185338/image/108650853.3.jpg"
nls-chapbooks-illustrations,illustration-group,40,2352,0,"104184945/image/108823304.3.jpg"
nls-chapbooks-illustrations,illustration-group,40,2362,0,"104185475/image/108740312.3.jpg"
nls-chapbooks-illustrations,illustration-group,40,2595,0,"104185526/image/108737456.3.jpg"
nls-chapbooks-illustrations,illustration-group,40,2665,0,"104185416/image/108750992.3.jpg"
nls-chapbooks-illustrations,illustration-group,40,2863,0,"104185442/image/108748496.3.jpg"
nls-chapbooks-illustrations,illustration-group,40,2943,0,"104185327/image/108503613.3.jpg"
nls-chapbooks-illustrations,illustration-group,40,3292,0,"104185144/image/108652749.3.jpg"
nls-chapbooks-illustrations,illustration-group,41,2594,0,"104185701/image/108724592.3.jpg"
nls-chapbooks-illustrations,illustration-group,41,282,2,"104186977/image/108554337.3.jpg"
nls-chapbooks-illustrations,illustration-group,41,92,4,"104185321/image/108754448.3.jpg"
nls-chapbooks-illustrations,illustration-group,41,2727,3,"104185314/image/108755780.3.jpg"
nls-chapbooks-illustrations,illustration-group,41,1373,7,"104185387/image/108753776.3.jpg"
nls-chapbooks-illustrations,illustration-group,41,70,4,"104186952/image/108560589.3.jpg"
nls-chapbooks-illustrations,illustration-group,41,1538,5,"104184253/image/108855416.3.jpg"
nls-chapbooks-illustrations,illustration-group,42,2590,0,"104187151/image/108530157.3.jpg"
nls-chapbooks-illustrations,illustration-group,42,3078,0,"104186031/image/108687632.3.jpg"
nls-chapbooks-illustrations,illustration-group,42,3450,0,"104187201/image/108527565.3.jpg"
nls-chapbooks-illustrations,illustration-group,43,2588,0,"104185805/image/108707600.3.jpg"
nls-chapbooks-illustrations,illustration-group,43,3344,0,"104186568/image/108919640.3.jpg"
nls-chapbooks-illustrations,illustration-group,44,2091,0,"104186627/image/108911480.3.jpg"
nls-chapbooks-illustrations,illustration-group,44,2208,0,"104186455/image/117856907.3.jpg"
nls-chapbooks-illustrations,illustration-group,44,2582,0,"104186656/image/108903572.3.jpg"
nls-chapbooks-illustrations,illustration-group,44,2933,2,"104186632/image/108910256.3.jpg"
nls-chapbooks-illustrations,illustration-group,44,2933,3,"104186632/image/108910256.3.jpg"
nls-chapbooks-illustrations,illustration-group,45,2565,0,"104185355/image/108501981.3.jpg"
nls-chapbooks-illustrations,illustration-group,45,3145,0,"104184244/image/108856280.3.jpg"
nls-chapbooks-illustrations,illustration-group,46,2563,0,"104184790/image/108840680.3.jpg"
nls-chapbooks-illustrations,illustration-group,46,2680,0,"104186837/image/108885044.3.jpg"
nls-chapbooks-illustrations,illustration-group,47,2544,0,"104186053/image/108963056.3.jpg"
nls-chapbooks-illustrations,illustration-group,47,925,1,"104185218/image/108774224.3.jpg"
nls-chapbooks-illustrations,illustration-group,48,2542,0,"104186654/image/108904148.3.jpg"
nls-chapbooks-illustrations,illustration-group,48,2810,0,"104187028/image/108546537.3.jpg"
nls-chapbooks-illustrations,illustration-group,49,179,0,"104185688/image/108725840.3.jpg"
nls-chapbooks-illustrations,illustration-group,49,1182,0,"104185403/image/108752240.3.jpg"
nls-chapbooks-illustrations,illustration-group,49,2539,0,"104185685/image/108726128.3.jpg"
nls-chapbooks-illustrations,illustration-group,49,2646,0,"104185340/image/108650757.3.jpg"
nls-chapbooks-illustrations,illustration-group,49,2658,0,"104185672/image/108727376.3.jpg"
nls-chapbooks-illustrations,illustration-group,49,3166,0,"104185691/image/108725552.3.jpg"
nls-chapbooks-illustrations,illustration-group,49,3322,0,"104185443/image/108748400.3.jpg"
nls-chapbooks-illustrations,illustration-group,49,3507,0,"104185446/image/108748112.3.jpg"
nls-chapbooks-illustrations,illustration-group,49,3606,0,"104185682/image/108726416.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,144,0,"104185876/image/108632193.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,334,0,"104185201/image/108779396.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,562,0,"104185168/image/108788636.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,1392,0,"104185972/image/108700868.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,1569,0,"104186364/image/108588585.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,2084,0,"104185177/image/108786332.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,2502,0,"104185200/image/108779684.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,3074,0,"104185172/image/108787484.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,562,5,"104185168/image/108788636.3.jpg"
nls-chapbooks-illustrations,illustration-group,50,562,7,"104185168/image/108788636.3.jpg"
nls-chapbooks-illustrations,illustration-group,51,2500,0,"104184678/image/108667245.3.jpg"
nls-chapbooks-illustrations,illustration-group,51,1721,2,"104185785/image/108709520.3.jpg"
nls-chapbooks-illustrations,illustration-group,51,399,2,"104184745/image/108848768.3.jpg"
nls-chapbooks-illustrations,illustration-group,52,118,0,"104186869/image/108565965.3.jpg"
nls-chapbooks-illustrations,illustration-group,52,134,0,"104186577/image/108918776.3.jpg"
nls-chapbooks-illustrations,illustration-group,52,431,0,"104186803/image/108568437.3.jpg"
nls-chapbooks-illustrations,illustration-group,52,1316,0,"104186807/image/108568053.3.jpg"
nls-chapbooks-illustrations,illustration-group,52,1411,0,"104186790/image/108569685.3.jpg"
nls-chapbooks-illustrations,illustration-group,52,2181,0,"104186799/image/108568821.3.jpg"
nls-chapbooks-illustrations,illustration-group,52,2496,0,"104187003/image/108869264.3.jpg"
nls-chapbooks-illustrations,illustration-group,52,2861,0,"104186748/image/108892328.3.jpg"
nls-chapbooks-illustrations,illustration-group,53,2485,0,"104185751/image/117775938.3.jpg"
nls-chapbooks-illustrations,illustration-group,53,3055,0,"104185765/image/108644517.3.jpg"
nls-chapbooks-illustrations,illustration-group,54,2483,0,"104185751/image/117775854.3.jpg"
nls-chapbooks-illustrations,illustration-group,54,3056,0,"104185765/image/108644409.3.jpg"
nls-chapbooks-illustrations,illustration-group,55,489,0,"104185275/image/108764528.3.jpg"
nls-chapbooks-illustrations,illustration-group,55,1283,0,"104185457/image/108746096.3.jpg"
nls-chapbooks-illustrations,illustration-group,55,1841,0,"104187038/image/108544365.3.jpg"
nls-chapbooks-illustrations,illustration-group,55,2393,0,"104185277/image/108763952.3.jpg"
nls-chapbooks-illustrations,illustration-group,55,2482,0,"104185476/image/108740120.3.jpg"
nls-chapbooks-illustrations,illustration-group,55,2616,0,"104185281/image/108762992.3.jpg"
nls-chapbooks-illustrations,illustration-group,55,2798,0,"104185553/image/108494827.3.jpg"
nls-chapbooks-illustrations,illustration-group,55,3045,0,"104185278/image/108763664.3.jpg"
nls-chapbooks-illustrations,illustration-group,55,3120,0,"104185280/image/108763280.3.jpg"
nls-chapbooks-illustrations,illustration-group,56,2479,0,"104184857/image/108826184.3.jpg"
nls-chapbooks-illustrations,illustration-group,56,3232,0,"104185027/image/108809384.3.jpg"
nls-chapbooks-illustrations,illustration-group,57,2463,0,"104184881/image/108656013.3.jpg"
nls-chapbooks-illustrations,illustration-group,57,2503,0,"104184984/image/108511293.3.jpg"
nls-chapbooks-illustrations,illustration-group,58,2331,0,"104185648/image/108646329.3.jpg"
nls-chapbooks-illustrations,illustration-group,58,2392,0,"104186556/image/108921560.3.jpg"
nls-chapbooks-illustrations,illustration-group,58,2662,0,"104186623/image/108912692.3.jpg"
nls-chapbooks-illustrations,illustration-group,58,2783,0,"104186514/image/108578517.3.jpg"
nls-chapbooks-illustrations,illustration-group,59,2390,0,"104185183/image/108784328.3.jpg"
nls-chapbooks-illustrations,illustration-group,59,2523,0,"104185729/image/117736005.3.jpg"
nls-chapbooks-illustrations,illustration-group,59,2677,0,"104185769/image/108643125.3.jpg"
nls-chapbooks-illustrations,illustration-group,60,2389,0,"104185183/image/108784460.3.jpg"
nls-chapbooks-illustrations,illustration-group,60,2522,0,"104185729/image/117736137.3.jpg"
nls-chapbooks-illustrations,illustration-group,61,155,0,"104185150/image/108505821.3.jpg"
nls-chapbooks-illustrations,illustration-group,61,220,0,"104184921/image/108655629.3.jpg"
nls-chapbooks-illustrations,illustration-group,61,941,0,"104185101/image/108795080.3.jpg"
nls-chapbooks-illustrations,illustration-group,61,971,0,"104184925/image/108516741.3.jpg"
nls-chapbooks-illustrations,illustration-group,61,2908,0,"104185048/image/108803528.3.jpg"
nls-chapbooks-illustrations,illustration-group,61,3231,0,"104185069/image/108797480.3.jpg"
nls-chapbooks-illustrations,illustration-group,62,2371,0,"104184664/image/108668493.3.jpg"
nls-chapbooks-illustrations,illustration-group,62,3229,0,"104187174/image/108864152.3.jpg"
nls-chapbooks-illustrations,illustration-group,63,833,0,"104184845/image/108829712.3.jpg"
nls-chapbooks-illustrations,illustration-group,63,1325,0,"104184872/image/108656949.3.jpg"
nls-chapbooks-illustrations,illustration-group,63,2344,1,"104184965/image/108514593.3.jpg"
nls-chapbooks-illustrations,illustration-group,63,2410,0,"104184854/image/108827216.3.jpg"
nls-chapbooks-illustrations,illustration-group,63,3403,0,"104184912/image/108517797.3.jpg"
nls-chapbooks-illustrations,illustration-group,64,2317,0,"104187087/image/108866936.3.jpg"
nls-chapbooks-illustrations,illustration-group,64,3312,0,"104184506/image/117815875.3.jpg"
nls-chapbooks-illustrations,illustration-group,65,1930,0,"104185260/image/108503805.3.jpg"
nls-chapbooks-illustrations,illustration-group,65,2299,0,"104185258/image/108503901.3.jpg"
nls-chapbooks-illustrations,illustration-group,65,3001,0,"104185259/image/108651597.3.jpg"
nls-chapbooks-illustrations,illustration-group,66,2272,0,"104185180/image/108785192.3.jpg"
nls-chapbooks-illustrations,illustration-group,66,3125,0,"104185181/image/108784952.3.jpg"
nls-chapbooks-illustrations,illustration-group,67,2269,0,"104186347/image/108943688.3.jpg"
nls-chapbooks-illustrations,illustration-group,67,2687,0,"104185597/image/108490891.3.jpg"
nls-chapbooks-illustrations,illustration-group,67,3248,0,"104185605/image/108489739.3.jpg"
nls-chapbooks-illustrations,illustration-group,68,2251,0,"104187133/image/108534765.3.jpg"
nls-chapbooks-illustrations,illustration-group,68,2353,0,"104186395/image/108937640.3.jpg"
nls-chapbooks-illustrations,illustration-group,69,2246,0,"104184471/image/117817699.3.jpg"
nls-chapbooks-illustrations,illustration-group,69,2576,0,"104184406/image/117780426.3.jpg"
nls-chapbooks-illustrations,illustration-group,70,2243,0,"104186019/image/108690800.3.jpg"
nls-chapbooks-illustrations,illustration-group,70,2341,0,"104186066/image/108959312.3.jpg"
nls-chapbooks-illustrations,illustration-group,70,2620,0,"104187134/image/108534477.3.jpg"
nls-chapbooks-illustrations,illustration-group,71,2226,0,"104185171/image/108787496.3.jpg"
nls-chapbooks-illustrations,illustration-group,71,3366,0,"104185242/image/108504573.3.jpg"
nls-chapbooks-illustrations,illustration-group,72,2217,0,"104184521/image/117812695.3.jpg"
nls-chapbooks-illustrations,illustration-group,72,2366,0,"104186792/image/108569493.3.jpg"
nls-chapbooks-illustrations,illustration-group,73,125,0,"104185505/image/108496051.3.jpg"
nls-chapbooks-illustrations,illustration-group,73,2149,0,"104185106/image/108793916.3.jpg"
nls-chapbooks-illustrations,illustration-group,73,125,1,"104185505/image/108496051.3.jpg"
nls-chapbooks-illustrations,illustration-group,74,2135,0,"104185736/image/117712865.3.jpg"
nls-chapbooks-illustrations,illustration-group,74,2150,0,"104187149/image/108530733.3.jpg"
nls-chapbooks-illustrations,illustration-group,74,2495,0,"104185759/image/108710096.3.jpg"
nls-chapbooks-illustrations,illustration-group,75,2131,0,"104184172/image/107126542.3.jpg"
nls-chapbooks-illustrations,illustration-group,75,2319,0,"104184173/image/107126446.3.jpg"
nls-chapbooks-illustrations,illustration-group,76,2130,0,"104185196/image/108780560.3.jpg"
nls-chapbooks-illustrations,illustration-group,76,3437,0,"104185770/image/108642837.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,276,0,"104186977/image/108554373.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,937,0,"104185690/image/108725648.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,1029,0,"104184236/image/108857048.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,1350,0,"104185329/image/108503517.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,1775,0,"104185339/image/108503037.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,2125,0,"104185426/image/108750032.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,2367,0,"104185130/image/108507453.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,2714,0,"104185328/image/108651309.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,2733,0,"104185314/image/108755816.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,2834,0,"104185063/image/108799208.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,3288,0,"104185653/image/108729104.3.jpg"
nls-chapbooks-illustrations,illustration-group,77,3361,0,"104185466/image/108742424.3.jpg"
nls-chapbooks-illustrations,illustration-group,78,2111,0,"104184633/image/117860071.3.jpg"
nls-chapbooks-illustrations,illustration-group,78,3191,0,"104187170/image/108864728.3.jpg"
nls-chapbooks-illustrations,illustration-group,78,3415,0,"104186385/image/108940040.3.jpg"
nls-chapbooks-illustrations,illustration-group,79,2086,0,"104186241/image/108596757.3.jpg"
