file_id,filename,chapbook_id,place_printed,place_printed_nation,place_published,place_sold,publisher,printer,bookseller,date,volume,item,imprint,nls_digital_chapbook_page_id,assigned_date,assigned_printer,assigned_publisher,assigned_place_printed,assigned_place_published,assigned_place_sold
0,104185850/image/108639381.3.jpg,104185850,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2850.C,L.C.2850.C(11),Printed for the booksellers,108639379,,,,,,
1,104186757/image/108891464.3.jpg,104186757,Stirling,Scotland,,,,"Macnie, William",,[1820-1830?],L.C.2873,L.C.2873(24),"Printed and sold, wholesale and retail, by W. Macnie, bookseller",108891462,,,,,,
2,104185375/image/108649797.3.jpg,104185375,Glasgow,Scotland,,,,J. & M. Robertson,,1801,L.C.2835,L.C.2835(31),"Printed by J. & M. Robertson, Saltmarket",108649795,,,,,,
3,104185591/image/108491467.3.jpg,104185591,Glasgow,Scotland,,,,J. & M. Robertson,,1802,L.C.2844.A,L.C.2844.A(12),"Printed by J. & M. Robertson, Saltmarket",108491465,,,,,,
4,104185478/image/108739544.3.jpg,104185478,Glasgow,Scotland,,,,,,Printed in the year MDCCXCIX. [1799],L.C.2840,L.C.2840(8),[s.n.],108739542,,,,,,
5,104184987/image/108654669.3.jpg,104184987,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,1816,L.C.2826,L.C.2826(22),Printed by T. Johnston,108654667,,,,,,
6,104185792/image/108708860.3.jpg,104185792,Glasgow,Scotland,,,,,,[ca. 1825],L.C.2850,L.C.2850(20),Printed for the booksellers,108708858,,,,,,
7,104185792/image/108708848.3.jpg,104185792,Glasgow,Scotland,,,,,,[ca. 1825],L.C.2850,L.C.2850(20),Printed for the booksellers,108708846,,,,,,
8,104185835/image/117659115.3.jpg,104185835,Glasgow,Scotland,,,,,,1766,L.C.2850.B,L.C.2850.B(13),Printed in the year,117659113,,,,,,
9,104185835/image/117658851.3.jpg,104185835,Glasgow,Scotland,,,,,,1766,L.C.2850.B,L.C.2850.B(13),Printed in the year,117658849,,,,,,
10,104185835/image/117658887.3.jpg,104185835,Glasgow,Scotland,,,,,,1766,L.C.2850.B,L.C.2850.B(13),Printed in the year,117658885,,,,,,
11,104185835/image/117658875.3.jpg,104185835,Glasgow,Scotland,,,,,,1766,L.C.2850.B,L.C.2850.B(13),Printed in the year,117658873,,,,,,
12,104185444/image/108748304.3.jpg,104185444,Glasgow,Scotland,,,,J. & M. Robertson,,1803,L.C.2838,L.C.2838(30),"Printed by J. & M. Robertson, Saltmarket",108748302,,,,,,
13,104186119/image/108614109.3.jpg,104186119,,,,,,,,[ca. 1850?],L.C.2852.J,L.C.2852.J(7),Printed for the booksellers,108614107,,,,,,
14,104186119/image/108614049.3.jpg,104186119,,,,,,,,[ca. 1850?],L.C.2852.J,L.C.2852.J(7),Printed for the booksellers,108614047,,,,,,
15,104186119/image/108614085.3.jpg,104186119,,,,,,,,[ca. 1850?],L.C.2852.J,L.C.2852.J(7),Printed for the booksellers,108614083,,,,,,
16,104186119/image/108614205.3.jpg,104186119,,,,,,,,[ca. 1850?],L.C.2852.J,L.C.2852.J(7),Printed for the booksellers,108614203,,,,,,
17,104186119/image/108614133.3.jpg,104186119,,,,,,,,[ca. 1850?],L.C.2852.J,L.C.2852.J(7),Printed for the booksellers,108614131,,,,,,
18,104186119/image/108614253.3.jpg,104186119,,,,,,,,[ca. 1850?],L.C.2852.J,L.C.2852.J(7),Printed for the booksellers,108614251,,,,,,
19,104186119/image/108614277.3.jpg,104186119,,,,,,,,[ca. 1850?],L.C.2852.J,L.C.2852.J(7),Printed for the booksellers,108614275,,,,,,
20,104186119/image/108614229.3.jpg,104186119,,,,,,,,[ca. 1850?],L.C.2852.J,L.C.2852.J(7),Printed for the booksellers,108614227,,,,,,
21,104186119/image/108614013.3.jpg,104186119,,,,,,,,[ca. 1850?],L.C.2852.J,L.C.2852.J(7),Printed for the booksellers,108614011,,,,,,
22,104186935/image/108872024.3.jpg,104186935,Glasgow,Scotland,,,,,,1829,L.C.2883,L.C.2883(5),Printed for the booksellers,108872022,,,,,,
23,104186420/image/108584325.3.jpg,104186420,Peterhead,Scotland,,,,"Buchan, Peter, 1790-1854",,[1816-1831?],L.C.2862,L.C.2862(12),Printed by P. Buchan,108584323,,,,,,
24,104186420/image/108584337.3.jpg,104186420,Peterhead,Scotland,,,,"Buchan, Peter, 1790-1854",,[1816-1831?],L.C.2862,L.C.2862(12),Printed by P. Buchan,108584335,,,,,,
25,104184697/image/108853400.3.jpg,104184697,Edinburgh,Scotland,,,,,,1823,L.C.2816,L.C.2816(25),Printed for the booksellers in town and country,108853398,,,,,,
26,104185406/image/108751952.3.jpg,104185406,Glasgow,Scotland,,,,J. & M. Robertson,,1802,L.C.2836,L.C.2836(28),"Printed by J. and M. Robertson, Saltmarket",108751950,,,,,,
27,104185946/image/108702992.3.jpg,104185946,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852,L.C.2852(22),Printed for the booksellers,108702990,,,,,,
28,104186112/image/108616041.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108616039,,,,,,
29,104186112/image/108616005.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108616003,,,,,,
30,104186112/image/108615837.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108615835,,,,,,
31,104186112/image/108615981.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108615979,,,,,,
32,104186112/image/108615861.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108615859,,,,,,
33,104186112/image/108615909.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108615907,,,,,,
34,104186112/image/108615825.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108615823,,,,,,
35,104186112/image/108616065.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108616063,,,,,,
36,104186112/image/108615789.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108615787,,,,,,
37,104186112/image/108615885.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108615883,,,,,,
38,104186112/image/108615957.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108615955,,,,,,
39,104186112/image/108616053.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108616051,,,,,,
40,104186112/image/108615933.3.jpg,104186112,Glasgow,Scotland,,,,,,1858,L.C.2852.J,L.C.2852.J(18),Printed for the booksellers,108615931,,,,,,
41,104184639/image/117777258.3.jpg,104184639,Edinburgh,Scotland,,,,,,1818,L.C.2815,L.C.2815(1),Printed for the booksellers,117777256,,,,,,
42,104185717/image/117714520.3.jpg,104185717,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2847,L.C.2847(14),Printed for the booksellers,117714518,,,,,,
43,104185135/image/108506973.3.jpg,104185135,Falkirk,Scotland,,,,,,[1830-1840?],L.C.2829,L.C.2829(21),Printed for the booksellers,108506971,,,,,,
44,104185933/image/108703664.3.jpg,104185933,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852,L.C.2852(10),Printed for the booksellers,108703662,,,,,,
45,104185030/image/108808724.3.jpg,104185030,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,1823,L.C.2827,L.C.2827(25),Printed and sold by T. Johnston,108808722,,,,,,
46,104184516/image/117813931.3.jpg,104184516,Edinburgh,Scotland,,,,,,[1820-1830?],L.C.2809,L.C.2809(24),Printed for the booksellers in town and country,117813929,,,,,,
47,104184554/image/117823424.3.jpg,104184554,Edinburgh,Scotland,,,,,"Cameron, William, approximately 1787 or 90-1851",[1820?],L.C.2811,L.C.2811(16),"Printed for and sold by, William Cameron and other booksellers",117823422,,,,,,
48,104187138/image/108533901.3.jpg,104187138,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2893,L.C.2893(1),Printed for the booksellers,108533899,,,,,,
49,104187138/image/108534177.3.jpg,104187138,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2893,L.C.2893(1),Printed for the booksellers,108534175,,,,,,
50,104184436/image/117777546.3.jpg,104184436,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2806,L.C.2806(8),Printed by J. Morren Cowgate,117777544,,,,,,
51,104186143/image/108609789.3.jpg,104186143,Greenock,Scotland,,,,"Scott, William (Printer and bookseller in Greenock)",,[1812-1820?],L.C.2853,L.C.2853(4),Printed by William Scott,108609787,,,,,,
52,104186463/image/117855581.3.jpg,104186463,Stirling,Scotland,,,,,,[1800?],L.C.2863,L.C.2863(3),Printed in this present year.,117855579,,,,,,
53,104185950/image/108968144.3.jpg,104185950,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852,L.C.2852(26),Printed for the booksellers,108968142,,,,,,
54,104186021/image/108690224.3.jpg,104186021,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852.E,L.C.2852.E(18),Printed for the booksellers,108690222,,,,,,
55,104186350/image/108942980.3.jpg,104186350,Paisley,Scotland,,,,"Neilson, J., -1870",,1822,L.C.2860,L.C.2860(15),Printed for the booksellers,108942978,,,,,,
56,104186534/image/108925688.3.jpg,104186534,Edinburgh,Scotland,,,,,,[1815-1825?],L.C.2881,L.C.2881(17),Printed for the booksellers in town and country,108925686,,,,,,
57,104185696/image/108725072.3.jpg,104185696,Glasgow,Scotland,,,,,,[1790?],L.C.2846,L.C.2846(5),Entered according to order.,108725070,,,,,,
58,104184199/image/106035119.3.jpg,104184199,Dalkeith,Scotland,,,,"Lyle, David, active 1833-1878?",,[1855-1865],L.C.2793,L.C.2793(1),Printed and sold by D. Lyle,106035117,,,,,,
59,104186380/image/108585861.3.jpg,104186380,Paisley,Scotland,,,,,,1839,L.C.2861,L.C.2861(5),"Printed by Caldwell and Son, 2, New Street",108585859,,,,,,
60,104184575/image/107730963.3.jpg,104184575,Edinburgh,Scotland,,,,,,1787,L.C.2812,L.C.2812(21),Entered according to order.,107730961,,,,,,
61,104184575/image/107731047.3.jpg,104184575,Edinburgh,Scotland,,,,,,1787,L.C.2812,L.C.2812(21),Entered according to order.,107731045,,,,,,
62,104185673/image/108727280.3.jpg,104185673,Glasgow,Scotland,,,,,,[1790?],L.C.2846,L.C.2846(29),Entered according to order.,108727278,,,,,,
63,104184439/image/117820486.3.jpg,104184439,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2807,L.C.2807(10),Printed by J. Morren.,117820484,,,,,,
64,104186177/image/108952040.3.jpg,104186177,Kilmarnock,Scotland,,,,,,1823,L.C.2853.A,L.C.2853.A(35),Printed for the booksellers,108952038,,,,,,
65,104184163/image/107119415.3.jpg,104184163,,,Aberdeen,,,,,1880-1900],L.C.2788,L.C.2788(5),,107119413,,,,,,
66,104184163/image/107119379.3.jpg,104184163,,,Aberdeen,,,,,1880-1900],L.C.2788,L.C.2788(5),,107119377,,,,,,
67,104184163/image/107119319.3.jpg,104184163,,,Aberdeen,,,,,1880-1900],L.C.2788,L.C.2788(5),,107119317,,,,,,
68,104184163/image/107119199.3.jpg,104184163,,,Aberdeen,,,,,1880-1900],L.C.2788,L.C.2788(5),,107119197,,,,,,
69,104186153/image/108957776.3.jpg,104186153,Kilmarnock,Scotland,,,,"Crawford, Hugh, active 1805-1851",,1817,L.C.2853.A,L.C.2853.A(13),Printed by H. Crawford,108957774,,,,,,
70,104186952/image/108560589.3.jpg,104186952,Glasgow,Scotland,,,,J. & M. Robertson,,1800,L.C.2884,L.C.2884(8),"Printed by J. and M. Robertson, Saltmarket",108560587,,,,,,
71,104184695/image/108853592.3.jpg,104184695,Edinburgh,Scotland,,,,,,1823,L.C.2816,L.C.2816(23),Printed for the booksellers,108853590,,,,,,
72,104186887/image/108877352.3.jpg,104186887,Stirling,Scotland,,,,"Fraser, John, -1839",,[1816-1820?],L.C.2877,L.C.2877(15),"Printed for, and sold wholesale by, J. Fraser, printer, Stirling",108877350,,,,,,
73,104186086/image/108623469.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623467,,,,,,
74,104186086/image/108623445.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623443,,,,,,
75,104186086/image/108623313.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623311,,,,,,
76,104186086/image/108623277.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623275,,,,,,
77,104186086/image/108623373.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623371,,,,,,
78,104186086/image/108623493.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623491,,,,,,
79,104186086/image/108623457.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623455,,,,,,
80,104186086/image/108623529.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623527,,,,,,
81,104186086/image/108623349.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623347,,,,,,
82,104186086/image/108623433.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623431,,,,,,
83,104186086/image/108623325.3.jpg,104186086,Glasgow,Scotland,,,,,,1855,L.C.2852.H,L.C.2852.H(1),Printed for the booksellers,108623323,,,,,,
84,104184469/image/117806905.3.jpg,104184469,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2807,L.C.2807(8),Printed by J. Morren.,117806903,,,,,,
85,104185948/image/108702800.3.jpg,104185948,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852,L.C.2852(24),Printed for the booksellers,108702798,,,,,,
86,104185124/image/108507933.3.jpg,104185124,Falkirk,Scotland,,,,,,[1840-1850?],L.C.2829,L.C.2829(11),Printed for the booksellers,108507931,,,,,,
87,104186533/image/108925976.3.jpg,104186533,Edinburgh,Scotland,,,,,,[1815-1825?],L.C.2881,L.C.2881(16),Printed for the booksellers in town and country,108925974,,,,,,
88,104187008/image/108551349.3.jpg,104187008,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,1812,L.C.2888,L.C.2888(12),Printed by T. Johnston,108551347,,,,,,
89,104186759/image/108891272.3.jpg,104186759,Stirling,Scotland,,,,"Macnie, William",,[1820-1830?],L.C.2873,L.C.2873(26),"Printed and sold, wholesale and retail, by W. Macnie, bookseller",108891270,,,,,,
90,104185771/image/108642561.3.jpg,104185771,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2849,L.C.2849(2),Printed for the booksellers,108642559,,,,,,
91,104185771/image/108642549.3.jpg,104185771,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2849,L.C.2849(2),Printed for the booksellers,108642547,,,,,,
92,104185321/image/108754448.3.jpg,104185321,Glasgow,Scotland,,,,J. & M. Robertson,,MDCCXC. [1790],L.C.2833,L.C.2833(7),Printed by J. and M. Robertson,108754446,,,,,,
93,104185889/image/108969200.3.jpg,104185889,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2851,L.C.2851(10),Printed for the booksellers,108969198,,,,,,
94,104186785/image/108570165.3.jpg,104186785,Stirling,Scotland,,,,"Macnie, William",,1825,L.C.2874,L.C.2874(14),Printed by W. Macnie,108570163,,,,,,
95,104185019/image/108811688.3.jpg,104185019,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,1821,L.C.2827,L.C.2827(15),Printed and sold by T. Johnston,108811686,,,,,,
96,104184756/image/108847712.3.jpg,104184756,Edinburgh,Scotland,,,,,,1817,L.C.2817,L.C.2817(5),Printed for the booksellers,108847710,,,,,,
97,104186987/image/108871160.3.jpg,104186987,Glasgow,Scotland,,,,,,1823,L.C.2887,L.C.2887(12),Printed for the booksellers,108871158,,,,,,
98,104186144/image/108609693.3.jpg,104186144,Greenock,Scotland,,,,"Scott, William (Printer and bookseller in Greenock)",,[1812-1820?],L.C.2853,L.C.2853(5),Printed by W. Scott,108609691,,,,,,
99,104186312/image/108945512.3.jpg,104186312,Newton Stewart,Scotland,,,,"McNairn, Joseph, active 1820-1837",,[1827-1837?],L.C.2858,L.C.2858(37),Published and sold wholesale and retail by J. M'Nairn,108945510,,,,,,
100,104184546/image/117825404.3.jpg,104184546,Edinburgh,Scotland,,,,,,[1720?],L.C.2811,L.C.2811(1),Printed at the foot of the Horse-Wynd.,117825402,,,,,,
101,104184546/image/117825440.3.jpg,104184546,Edinburgh,Scotland,,,,,,[1720?],L.C.2811,L.C.2811(1),Printed at the foot of the Horse-Wynd.,117825438,,,,,,
102,104184546/image/117825416.3.jpg,104184546,Edinburgh,Scotland,,,,,,[1720?],L.C.2811,L.C.2811(1),Printed at the foot of the Horse-Wynd.,117825414,,,,,,
103,104185753/image/108711944.3.jpg,104185753,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2848,L.C.2848(3),Printed for the booksellers,108711942,,,,,,
104,104185753/image/108711824.3.jpg,104185753,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2848,L.C.2848(3),Printed for the booksellers,108711822,,,,,,
105,104185753/image/108712076.3.jpg,104185753,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2848,L.C.2848(3),Printed for the booksellers,108712074,,,,,,
106,104185753/image/108711860.3.jpg,104185753,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2848,L.C.2848(3),Printed for the booksellers,108711858,,,,,,
107,104185753/image/108711956.3.jpg,104185753,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2848,L.C.2848(3),Printed for the booksellers,108711954,,,,,,
108,104185753/image/108712064.3.jpg,104185753,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2848,L.C.2848(3),Printed for the booksellers,108712062,,,,,,
109,104186133/image/108612093.3.jpg,104186133,Greenock,Scotland,,,,"Scott, William (Printer and bookseller in Greenock)",,[1812-1820?],L.C.2853,L.C.2853(2),Printed by W. Scott,108612091,,,,,,
110,104184319/image/110322127.3.jpg,104184319,Edinburgh,Scotland,,,,,,1738,L.C.2800.,L.C.2800.(8),printed in the year,110322125,,,,,,
111,104184319/image/110321971.3.jpg,104184319,Edinburgh,Scotland,,,,,,1738,L.C.2800.,L.C.2800.(8),printed in the year,110321969,,,,,,
112,104186464/image/117855485.3.jpg,104186464,Stirling,Scotland,,,,"Randall, C. (Charles), 1749-1812",,[1800?],L.C.2863,L.C.2863(4),Printed by C. Randall.,117855483,,,,,,
113,104186145/image/108609597.3.jpg,104186145,Greenock,Scotland,,,,"Scott, William (Printer and bookseller in Greenock)",,[1812-1820?],L.C.2853,L.C.2853(6),Printed by W. Scott,108609595,,,,,,
114,104184681/image/108854936.3.jpg,104184681,Edinburgh,Scotland,,,,,,[1815-1825?],L.C.2816,L.C.2816(10),Printed for the booksellers,108854934,,,,,,
115,104185087/image/108508989.3.jpg,104185087,Falkirk,Scotland,,,,"Taylor, Robert (Printer of Falkirk)",,[1825-1826?],L.C.2828.A,L.C.2828.A(19),"R. Taylor, Printer, Falkirk",108508987,,,,,,
116,104185856/image/108637653.3.jpg,104185856,Glasgow,Scotland,,,W. and R. Inglis & Co.,,,[1853-1856?],L.C.2850.C,L.C.2850.C(17),"W. & R. Inglis, & Co. 203, Gallowgate",108637651,,,,,,
117,104184455/image/117819046.3.jpg,104184455,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2807,L.C.2807(24),Printed by J. Morren,117819044,,,,,,
118,104186869/image/108565965.3.jpg,104186869,Stirling,Scotland,,,,"Macnie, William",,1826,L.C.2876.A,L.C.2876.A(16),Printed by W. Macnie,108565963,,,,,,
119,104186782/image/108570453.3.jpg,104186782,Stirling,Scotland,,,,"Macnie, William",,1825,L.C.2874,L.C.2874(11),Printed by W. Macnie,108570451,,,,,,
120,104185594/image/108491179.3.jpg,104185594,Glasgow,Scotland,,,,,,1821,L.C.2844.A,L.C.2844.A(15),Printed for the booksellers,108491177,,,,,,
121,104186493/image/108579669.3.jpg,104186493,Stirling,Scotland,,,,"Randall, C. (Charles), 1749-1812",,[1800?],L.C.2864,L.C.2864(7),Printed by C. Randall,108579667,,,,,,
122,104184507/image/117815779.3.jpg,104184507,Edinburgh,Scotland,,,,,,1793,L.C.2809,L.C.2809(16),Printed in the year,117815777,,,,,,
123,104186787/image/108569973.3.jpg,104186787,Stirling,Scotland,,,,"Macnie, William",,1825,L.C.2874,L.C.2874(16),Printed by W. Macnie,108569971,,,,,,
124,104184475/image/117806425.3.jpg,104184475,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2808,L.C.2808(13),-Printed by J. Morren.,117806423,,,,,,
125,104185505/image/108496051.3.jpg,104185505,Glasgow,Scotland,,,,"Duncan, Thomas, active 19th century",,1818,L.C.2841,L.C.2841(7),"Printed for the author, by T. Duncan, 159, Saltmarket",108496049,,,,,,
126,104185300/image/108759152.3.jpg,104185300,Glasgow,Scotland,,,,,,"Printed in the year, 1798",L.C.2833,L.C.2833(13),s.n.],108759150,,,,,,
127,104186148/image/108609309.3.jpg,104186148,Greenock,Scotland,,,,"Scott, William (Printer and bookseller in Greenock)",,[1812-1820?],L.C.2853,L.C.2853(9),Printed by William Scott,108609307,,,,,,
128,104184497/image/117817219.3.jpg,104184497,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2808,L.C.2808(6),Printed by J. Morren.,117817217,,,,,,
129,104185439/image/108748820.3.jpg,104185439,Glasgow,Scotland,,,,J. & M. Robertson,,1802,L.C.2838,L.C.2838(26),"Printed by J. & M. Robertson, Saltmarket",108748818,,,,,,
130,104185439/image/108748784.3.jpg,104185439,Glasgow,Scotland,,,,J. & M. Robertson,,1802,L.C.2838,L.C.2838(26),"Printed by J. & M. Robertson, Saltmarket",108748782,,,,,,
131,104187025/image/108547125.3.jpg,104187025,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,1809,L.C.2888,L.C.2888(8),"Printed by J. Morren Campbell's Close, Cowgate",108547123,,,,,,
132,104184502/image/117816547.3.jpg,104184502,Edinburgh,Scotland,,,,,,1778,L.C.2809,L.C.2809(10),"printed, and sold at the printing house in the West-Bow",117816545,,,,,,
133,104184119/image/107131774.3.jpg,104184119,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,1809,L.C.2786.A,L.C.2786.A(30),"Printed and sold by J. Morren, Cowgate",107131772,,,,,,
134,104186577/image/108918776.3.jpg,104186577,Stirling,Scotland,,,,"Macnie, William",,1825,L.C.2883,L.C.2883(19),Printed by W. Macnie,108918774,,,,,,
135,104186880/image/108564909.3.jpg,104186880,Stirling,Scotland,,,,J. Fraser & Co.,,[1816-1820?],L.C.2876.A,L.C.2876.A(9),"Sold wholesale by J. Fraser & Co. printers, Stirling",108564907,,,,,,
136,104184122/image/107131246.3.jpg,104184122,Edinburgh,Scotland,,,,,,1828,L.C.2786.A,L.C.2786.A(33),Printed for the booksellers,107131244,,,,,,
137,104185472/image/108740792.3.jpg,104185472,Glasgow,Scotland,,,,,,MDCCXC. [1790],L.C.2840,L.C.2840(2),Printed in the Saltmarket,108740790,,,,,,
138,104184675/image/108667533.3.jpg,104184675,Edinburgh,Scotland,,,,,,1819,L.C.2815,L.C.2815(5),Printed for the booksellers,108667531,,,,,,
139,104185976/image/108700016.3.jpg,104185976,Glasgow,Scotland,,,,,,[ca. 1850?],L.C.2852.A,L.C.2852.A(13),Printed for the booksellers,108700014,,,,,,
140,104187060/image/108682640.3.jpg,104187060,,,,,,,,1790?],L.C.2890,L.C.2890(1),s.n.,108682638,,,,,,
141,104184989/image/108654477.3.jpg,104184989,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,1817,L.C.2826,L.C.2826(24),Printed by T. Johnston,108654475,,,,,,
142,104186710/image/108573621.3.jpg,104186710,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2872,L.C.2872(13),Printed and sold by M. Randall,108573619,,,,,,
143,104185658/image/108728720.3.jpg,104185658,Glasgow,Scotland,,,,,,[1790?],L.C.2846,L.C.2846(15),Entered according to order.,108728718,,,,,,
144,104185876/image/108632193.3.jpg,104185876,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2850.D,L.C.2850.D(19),Printed for the booksellers,108632191,,,,,,
145,104185876/image/108631917.3.jpg,104185876,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2850.D,L.C.2850.D(19),Printed for the booksellers,108631915,,,,,,
146,104186873/image/108565581.3.jpg,104186873,Stirling,Scotland,,,,"Fraser, John, -1839",,[1816-1820?],L.C.2876.A,L.C.2876.A(2),"Printed for, and sold wholesale by, J. Fraser, printer, Stirling",108565579,,,,,,
147,104185818/image/108972524.3.jpg,104185818,Glasgow,Scotland,,,,"Inglis, William, active 1838-1846",,[1838-1840?],L.C.2850.A,L.C.2850.A(13),"William Inglis, printer & stationer, 5 Melville Place and 7 Brunswick Place",108972522,,,,,,
148,104185818/image/108972248.3.jpg,104185818,Glasgow,Scotland,,,,"Inglis, William, active 1838-1846",,[1838-1840?],L.C.2850.A,L.C.2850.A(13),"William Inglis, printer & stationer, 5 Melville Place and 7 Brunswick Place",108972246,,,,,,
149,104186921/image/108873896.3.jpg,104186921,Stirling,Scotland,,,,"Johnstone, Ebenezer, 1789-1864",,[ca. 1835?],L.C.2878,L.C.2878(3),"Printed by E. Johnstone, bookseller",108873894,,,,,,
150,104185411/image/108751472.3.jpg,104185411,Glasgow,Scotland,,,,J. & M. Robertson,,1802,L.C.2836,L.C.2836(4),"Printed by J. & M. Robertson, Saltmarket",108751470,,,,,,
151,104186688/image/108897032.3.jpg,104186688,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2870,L.C.2870(24),Printed by M. Randall,108897030,,,,,,
152,104184242/image/108856472.3.jpg,104184242,Glasgow,Scotland,,,,J. & M. Robertson,,1802,L.C.2837,L.C.2837(3),"Printed by J. and M. Robertson, Saltmarket",108856470,,,,,,
153,104186989/image/108870920.3.jpg,104186989,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2887,L.C.2887(14),Printed for the booksellers,108870918,,,,,,
154,104185159/image/108505053.3.jpg,104185159,Hatton of Fintray,Scotland,,,,,,1879,L.C.2830,L.C.2830(16),Printed for the booksellers,108505051,,,,,,
155,104185150/image/108505821.3.jpg,104185150,Falkirk,Scotland,,,,,,[1840-1850?],L.C.2829,L.C.2829(8),Printed for the booksellers,108505819,,,,,,
156,104186881/image/108877928.3.jpg,104186881,Stirling,Scotland,,,,"Fraser, John, -1839",,1817,L.C.2877,L.C.2877(1),"Printed for, and sold wholesale by, J. Fraser, printer, Stirling",108877926,,,,,,
