file_id,filename,chapbook_id,place_printed,place_printed_nation,place_published,place_sold,publisher,printer,bookseller,date,volume,item,imprint,nls_digital_chapbook_page_id,assigned_date,assigned_printer,assigned_publisher,assigned_place_printed,assigned_place_published,assigned_place_sold
1040,104186367/image/108588177.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588175,,,,,,
1041,104186367/image/108588141.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588139,,,,,,
1042,104186367/image/108588069.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588067,,,,,,
1043,104186367/image/108588153.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588151,,,,,,
1044,104186367/image/108588117.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588115,,,,,,
1045,104186367/image/108588297.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588295,,,,,,
1046,104186367/image/108588033.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588031,,,,,,
1047,104186367/image/108588129.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588127,,,,,,
1048,104186367/image/108588057.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588055,,,,,,
1049,104186367/image/108588021.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588019,,,,,,
1050,104186367/image/108588237.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588235,,,,,,
1051,104186367/image/108588093.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588091,,,,,,
1052,104186367/image/108588189.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588187,,,,,,
1053,104186367/image/108588225.3.jpg,104186367,Paisley,Scotland,,,Caldwell & Son,,,1842,L.C.2861,L.C.2861(14),Published by Caldwell & Son,108588223,,,,,,
1054,104186328/image/108591669.3.jpg,104186328,Paisley,Scotland,,,,"Caldwell, G.",,[1828],L.C.2859,L.C.2859(17),"Printed by G. Caldwell, 1, New Street, Where is always kept on sale, a choice and extensive assortment of histories, songs, children's story books, school books, &c. &c. &c.",108591667,,,,,,
1055,104184916/image/108517413.3.jpg,104184916,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,[P]rinted in the year 1816,L.C.2823,L.C.2823(49),[Printed by T. Johnston],108517411,,,,,,
1056,104186430/image/108583317.3.jpg,104186430,Peterhead,Scotland,,,,"Buchan, Peter, 1790-1854",,[1816-1831?],L.C.2862,L.C.2862(21),Printed and sold wholesale by P. Buchan,108583315,,,,,,
1057,104185681/image/108726512.3.jpg,104185681,Glasgow,Scotland,,,,,,[1790?],L.C.2846,L.C.2846(36),Entered according to order.,108726510,,,,,,
1058,104184768/image/108845492.3.jpg,104184768,Edinburgh,Scotland,,,,,,[ca. 1870],L.C.2817.A,L.C.2817.A(16),Printed for the booksellers,108845490,,,,,,
1059,104184768/image/108845468.3.jpg,104184768,Edinburgh,Scotland,,,,,,[ca. 1870],L.C.2817.A,L.C.2817.A(16),Printed for the booksellers,108845466,,,,,,
1060,104187097/image/108538221.3.jpg,104187097,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2892,L.C.2892(31),Printed for the booksellers,108538219,,,,,,
1061,104185979/image/108699440.3.jpg,104185979,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852.A,L.C.2852.A(15),Printed for the booksellers,108699438,,,,,,
1062,104184981/image/108511581.3.jpg,104184981,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,1815,L.C.2826,L.C.2826(17),Printed by T. Johnston,108511579,,,,,,
1063,104186586/image/108917912.3.jpg,104186586,,,,,,,,1829,L.C.2883,L.C.2883(27),Printed for the booksellers,108917910,,,,,,
1064,104185861/image/108636213.3.jpg,104185861,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2850.C,L.C.2850.C(5),Printed for the booksellers,108636211,,,,,,
1065,104185861/image/108636489.3.jpg,104185861,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2850.C,L.C.2850.C(5),Printed for the booksellers,108636487,,,,,,
1066,104186659/image/108902648.3.jpg,104186659,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2869.A,L.C.2869.A(10),Printed by M. Randall,108902646,,,,,,
1067,104186659/image/108902492.3.jpg,104186659,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2869.A,L.C.2869.A(10),Printed by M. Randall,108902490,,,,,,
1068,104186659/image/108902696.3.jpg,104186659,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2869.A,L.C.2869.A(10),Printed by M. Randall,108902694,,,,,,
1069,104186659/image/108902528.3.jpg,104186659,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2869.A,L.C.2869.A(10),Printed by M. Randall,108902526,,,,,,
1070,104186659/image/108902672.3.jpg,104186659,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2869.A,L.C.2869.A(10),Printed by M. Randall,108902670,,,,,,
1071,104186659/image/108902540.3.jpg,104186659,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2869.A,L.C.2869.A(10),Printed by M. Randall,108902538,,,,,,
1072,104186659/image/108902600.3.jpg,104186659,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2869.A,L.C.2869.A(10),Printed by M. Randall,108902598,,,,,,
1073,104186659/image/108902564.3.jpg,104186659,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2869.A,L.C.2869.A(10),Printed by M. Randall,108902562,,,,,,
1074,104184422/image/117778890.3.jpg,104184422,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2806,L.C.2806(24),"Printed by J. Morren, Cowgate.",117778888,,,,,,
1075,104186398/image/108937160.3.jpg,104186398,Paisley,Scotland,,,,"Caldwell, G.",,1826,L.C.2861.A,L.C.2861.A(21),Printed by G. Caldwell,108937158,,,,,,
1076,104186220/image/108599157.3.jpg,104186220,Kilmarnock,Scotland,,,,"Crawford, Hugh, active 1805-1851",,1824,L.C.2855,L.C.2855(7),"Printed by H. Crawford, bookseller",108599155,,,,,,
1077,104186990/image/108870800.3.jpg,104186990,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2887,L.C.2887(15),Printed for the booksellers,108870798,,,,,,
1078,104185495/image/108649509.3.jpg,104185495,Glasgow,Scotland,,,"Murray, J., active 1840",,,1840,L.C.2841,L.C.2841(23),"J. Murray, 47 Gallowgate",108649507,,,,,,
1079,104186924/image/108873368.3.jpg,104186924,Stirling,Scotland,,,,,,[ca. 1835?],L.C.2878,L.C.2878(6),Printed for the booksellers,108873366,,,,,,
1080,104186687/image/108897128.3.jpg,104186687,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2870,L.C.2870(23),Printed by M. Randall,108897126,,,,,,
1081,104185331/image/108503421.3.jpg,104185331,Glasgow,Scotland,,,,J. & M. Robertson,,1803,L.C.2834,L.C.2834(16),"Printed by J. and M. Robertson, Saltmarket",108503419,,,,,,
1082,104184769/image/108845168.3.jpg,104184769,Edinburgh,Scotland,,,William Whyte & Co.,Walker and Greig,,[1819-1820?],L.C.2817.A,L.C.2817.A(17)[1],"Printed for Wm. Whyte & Co. St Andrew's-street, Edinburgh. Walker & Greig, Printers",108845166,,,,,,
1083,104184490/image/117805081.3.jpg,104184490,,,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2808,L.C.2808(27),Printed by J. Morren.,117805079,,,,,,
1084,104184956/image/108817544.3.jpg,104184956,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,1819,L.C.2825,L.C.2825(5),Printed & sold by T. Johnston,108817542,,,,,,
1085,104185764/image/108644841.3.jpg,104185764,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2849,L.C.2849(13),Printed for the booksellers,108644839,,,,,,
1086,104185764/image/108644565.3.jpg,104185764,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2849,L.C.2849(13),Printed for the booksellers,108644563,,,,,,
1087,104186540/image/108923960.3.jpg,104186540,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2881,L.C.2881(7),"Printed by J. Morren, Cowgate.",108923958,,,,,,
1088,104184982/image/108511485.3.jpg,104184982,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,1816,L.C.2826,L.C.2826(18),Printed & sold by T. Johnston,108511483,,,,,,
1089,104186822/image/108889256.3.jpg,104186822,Stirling,Scotland,,,,"Macnie, William",,[1820-1830?],L.C.2875,L.C.2875(11),"Printed by W. Macnie, where is always kept on sale, a choice and extensive assortment of histories, songs, children's story books, school books, &c., &c.",108889254,,,,,,
1090,104186469/image/117854826.3.jpg,104186469,Stirling,Scotland,,,,"Randall, C. (Charles), 1749-1812",,1806,L.C.2863,L.C.2863(9),Printed by C. Randall,117854824,,,,,,
1091,104184295/image/117718037.3.jpg,104184295,Dunfermline,Scotland,,,,"Miller, John, 1780-1852",,1826,L.C.2798,L.C.2798(6),Printed and sold by John Miller,117718035,,,,,,
1092,104184517/image/117813643.3.jpg,104184517,Edinburgh,Scotland,,,,,,[1820-1830?],L.C.2809,L.C.2809(25),Printed for the booksellers,117813641,,,,,,
1093,104186872/image/108565677.3.jpg,104186872,Stirling,Scotland,,,,"Macnie, William",,1825,L.C.2876.A,L.C.2876.A(19),Printed by W. Macnie,108565675,,,,,,
1094,104184470/image/117806809.3.jpg,104184470,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1815?],L.C.2807,L.C.2807(9),"Printed by J. Morren, Cowgate",117806807,,,,,,
1095,104184308/image/108065839.3.jpg,104184308,Dunfermline,Scotland,,,,"Miller, John, 1780-1852",,[1832],L.C.2799,L.C.2799(7),Published by John Miller,108065837,,,,,,
1096,104185125/image/108507837.3.jpg,104185125,Falkirk,Scotland,,,,,,[1840-1850?],L.C.2829,L.C.2829(12),Printed for the booksellers,108507835,,,,,,
1097,104185489/image/108498093.3.jpg,104185489,Glasgow,Scotland,,,W. & R. Inglis & Co.,,,[1844-1846?],L.C.2841,L.C.2841(18),"W. & R. Inglis & Co., 5, Melville Place, 132, Trongate",108498091,,,,,,
1098,104185489/image/108498369.3.jpg,104185489,Glasgow,Scotland,,,W. & R. Inglis & Co.,,,[1844-1846?],L.C.2841,L.C.2841(18),"W. & R. Inglis & Co., 5, Melville Place, 132, Trongate",108498367,,,,,,
1099,104186988/image/108871040.3.jpg,104186988,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2887,L.C.2887(13),Printed for the booksellers,108871038,,,,,,
1100,104186140/image/108610269.3.jpg,104186140,Greenock,Scotland,,,,Scott & Jenkins,,[1820?],L.C.2853,L.C.2853(26),Printed by Scott & Jenkins,108610267,,,,,,
1101,104185429/image/108749744.3.jpg,104185429,Glasgow,Scotland,,,,J. & M. Robertson,,1802,L.C.2838,L.C.2838(17),"Printed by J. & M. Robertson, Saltmarket",108749742,,,,,,
1102,104186830/image/108886952.3.jpg,104186830,Stirling,Scotland,,,,"Macnie, William",,1828,L.C.2875,L.C.2875(19),"Printed by William Macnie, and sold wholesale and retail",108886950,,,,,,
1103,104186830/image/108887072.3.jpg,104186830,Stirling,Scotland,,,,"Macnie, William",,1828,L.C.2875,L.C.2875(19),"Printed by William Macnie, and sold wholesale and retail",108887070,,,,,,
1104,104186830/image/108887012.3.jpg,104186830,Stirling,Scotland,,,,"Macnie, William",,1828,L.C.2875,L.C.2875(19),"Printed by William Macnie, and sold wholesale and retail",108887010,,,,,,
1105,104186830/image/108886988.3.jpg,104186830,Stirling,Scotland,,,,"Macnie, William",,1828,L.C.2875,L.C.2875(19),"Printed by William Macnie, and sold wholesale and retail",108886986,,,,,,
1106,104186830/image/108887156.3.jpg,104186830,Stirling,Scotland,,,,"Macnie, William",,1828,L.C.2875,L.C.2875(19),"Printed by William Macnie, and sold wholesale and retail",108887154,,,,,,
1107,104186830/image/108887168.3.jpg,104186830,Stirling,Scotland,,,,"Macnie, William",,1828,L.C.2875,L.C.2875(19),"Printed by William Macnie, and sold wholesale and retail",108887166,,,,,,
1108,104184444/image/117820006.3.jpg,104184444,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2807,L.C.2807(15),Printed by J. Morren.,117820004,,,,,,
1109,104185650/image/108646101.3.jpg,104185650,,,,,,,,[1850-1860?],L.C.2845,L.C.2845(8),Printed for the bookseller,108646099,,,,,,
1110,104186375/image/108586917.3.jpg,104186375,Paisley,Scotland,,,,,,1866,L.C.2861,L.C.2861(21),[s.n.],108586915,,,,,,
1111,104185580/image/108731120.3.jpg,104185580,Glasgow,Scotland,,,,,,[1820-1830?],L.C.2844,L.C.2844(21),Printed for the booksellers,108731118,,,,,,
1112,104185580/image/108731396.3.jpg,104185580,Glasgow,Scotland,,,,,,[1820-1830?],L.C.2844,L.C.2844(21),Printed for the booksellers,108731394,,,,,,
1113,104185010/image/108509661.3.jpg,104185010,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,1814,L.C.2826,L.C.2826(7),Printed by T. Johnston,108509659,,,,,,
1114,104187096/image/108538317.3.jpg,104187096,Paisley,Scotland,,,,"Caldwell, G.",,[1825-1830?],L.C.2892,L.C.2892(30),"Printed by G. Caldwell, 2, New Street",108538315,,,,,,
1115,104184243/image/108856376.3.jpg,104184243,Glasgow,Scotland,,,,J. & M. Robertson,,1803,L.C.2837,L.C.2837(30),"Printed by J. & M. Robertson, Saltmarket",108856374,,,,,,
1116,104186308/image/108946664.3.jpg,104186308,Newton Stewart,Scotland,,,,"McNairn, Joseph, active 1820-1837",,[1827-1837?],L.C.2858,L.C.2858(33),"Published and sold wholesale and retail, by J. M'Nairn",108946662,,,,,,
1117,104185290/image/108761456.3.jpg,104185290,Glasgow,Scotland,,,,J. & M. Robertson,,1795,L.C.2832.,L.C.2832.(14),printed by J. and M. Robertson,108761454,,,,,,
1118,104186431/image/108583221.3.jpg,104186431,Peterhead,Scotland,,,,"Buchan, Peter, 1790-1854",,[1816-1831?],L.C.2862,L.C.2862(22),Printed by P. Buchan,108583219,,,,,,
1119,104186958/image/108559293.3.jpg,104186958,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2885,L.C.2885(3),Printed for the booksellers,108559291,,,,,,
1120,104186958/image/108559185.3.jpg,104186958,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2885,L.C.2885(3),Printed for the booksellers,108559183,,,,,,
1121,104186958/image/108559053.3.jpg,104186958,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2885,L.C.2885(3),Printed for the booksellers,108559051,,,,,,
1122,104184670/image/108668013.3.jpg,104184670,Edinburgh,Scotland,,,,,,1824,L.C.2815,L.C.2815(37),Printed for the booksellers,108668011,,,,,,
1123,104186850/image/108881192.3.jpg,104186850,Stirling,Scotland,,,,"Macnie, William",,1828,L.C.2876,L.C.2876(19),"Printed by William Macnie, and sold wholesale and retail",108881190,,,,,,
1124,104184227/image/108857912.3.jpg,104184227,Glasgow,Scotland,,,,J. & M. Robertson,,1802,L.C.2837,L.C.2837(16),"Printed by J. & M. Robertson, Saltmarket",108857910,,,,,,
1125,104186208/image/108602805.3.jpg,104186208,Kilmarnock,Scotland,,,,"Crawford, Hugh, active 1805-1851",,1827,L.C.2855,L.C.2855(14),"Printed by H. Crawford, bookseller",108602803,,,,,,
1126,104186208/image/108602613.3.jpg,104186208,Kilmarnock,Scotland,,,,"Crawford, Hugh, active 1805-1851",,1827,L.C.2855,L.C.2855(14),"Printed by H. Crawford, bookseller",108602611,,,,,,
1127,104185372/image/108500829.3.jpg,104185372,Glasgow,Scotland,,,,J. & M. Robertson,,1800,L.C.2835,L.C.2835(29),"Printed by J. & M. Robertson, Saltmarket",108500827,,,,,,
1128,104185927/image/108704240.3.jpg,104185927,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2851,L.C.2851(5),Printed for the booksellers,108704238,,,,,,
1129,104187119/image/108536109.3.jpg,104187119,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2892,L.C.2892(51),Printed for the booksellers,108536107,,,,,,
1130,104186971/image/108555837.3.jpg,104186971,Edinburgh,Scotland,,,,"Robertson, Alexander, active 1764-1795",,[1785-1795?],L.C.2886,L.C.2886(15),Printed by A. Robertson oposite to the Old Assembly Close.,108555835,,,,,,
1131,104186023/image/108689936.3.jpg,104186023,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852.E,L.C.2852.E(2),Printed for the booksellers,108689934,,,,,,
1132,104184233/image/108857336.3.jpg,104184233,Glasgow,Scotland,,,,J. & M. Robertson,,1802,L.C.2837,L.C.2837(21),"Printed by J. and M. Robertson, Saltmarket",108857334,,,,,,
1133,104186801/image/108568629.3.jpg,104186801,Stirling,Scotland,,,,"Macnie, William",,1826,L.C.2874,L.C.2874(29),Printed by W. Macnie,108568627,,,,,,
1134,104185119/image/108790376.3.jpg,104185119,Falkirk,Scotland,,,,"Johnston, Thomas (Printer in Falkirk)",,1828,L.C.2828.B,L.C.2828.B(7),Printed by T. Johnston,108790374,,,,,,
1135,104186329/image/108591573.3.jpg,104186329,Paisley,Scotland,,,,"Caldwell, G.",,[1829?],L.C.2859,L.C.2859(18),"Printed and sold by G. Caldwell, No. 2, New Street",108591571,,,,,,
1136,104186767/image/117655772.3.jpg,104186767,Stirling,Scotland,,,,"Macnie, William",,[1820-1830?],L.C.2873,L.C.2873(33),Printed by W. Macnie,117655770,,,,,,
1137,104184383/image/117782634.3.jpg,104184383,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2805,L.C.2805(11),Printed by J. Morren,117782632,,,,,,
1138,104186734/image/108571317.3.jpg,104186734,Stirling,Scotland,,,,,,[1813-1820?],L.C.2872,L.C.2872(35),Printed and sold by M. Randall,108571315,,,,,,
1139,104185709/image/108723824.3.jpg,104185709,Glasgow,Scotland,,,,,,[1790?],L.C.2846,L.C.2846(7),Entered according to order.,108723822,,,,,,
1140,104185195/image/108781064.3.jpg,104185195,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852.B,L.C.2852.B(30),Printed for the booksellers,108781062,,,,,,
1141,104185195/image/108780848.3.jpg,104185195,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852.B,L.C.2852.B(30),Printed for the booksellers,108780846,,,,,,
1142,104186225/image/108598293.3.jpg,104186225,Kilmarnock,Scotland,,,,,,[1815-1820?],L.C.2856,L.C.2856(11),Printed for the booksellers,108598291,,,,,,
1143,104186589/image/108917624.3.jpg,104186589,,,Glasgow,,"Hutchison, Robert, active 1796-1831",,,1823,L.C.2883,L.C.2883(4),"Published and sold, wholesale and retail, by R. Hutchison, bookseller, 19 Saltmarket",108917622,,,,,,
1144,104185982/image/108698852.3.jpg,104185982,Glasgow,Scotland,,,,,,[ca. 1850?],L.C.2852.A,L.C.2852.A(18),Printed for the booksellers,108698850,,,,,,
1145,104185982/image/108698576.3.jpg,104185982,Glasgow,Scotland,,,,,,[ca. 1850?],L.C.2852.A,L.C.2852.A(18),Printed for the booksellers,108698574,,,,,,
1146,104186334/image/108590685.3.jpg,104186334,Paisley,Scotland,,,,"Caldwell, G.",,[1828-1831?],L.C.2859,L.C.2859(22),"Printed by G. Caldwell, 2 New Street",108590683,,,,,,
1147,104184910/image/108517989.3.jpg,104184910,,,,,,"Johnston, Thomas (Printer in Falkirk)",,[1810-1825?],L.C.2823,L.C.2823(43),"T. Johnston, Printer",108517987,,,,,,
1148,104187035/image/108545229.3.jpg,104187035,Stirling,Scotland,,,,"Randall, Mary, -1847",,[1813-1820?],L.C.2889,L.C.2889(16),Printed and sold by M. Randall,108545227,,,,,,
1149,104185944/image/108703184.3.jpg,104185944,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852,L.C.2852(20),Printed for the booksellers,108703182,,,,,,
1150,104186159/image/108956048.3.jpg,104186159,Kilmarnock,Scotland,,,,"Crawford, Hugh, active 1805-1851",,1822,L.C.2853.A,L.C.2853.A(19),"Printed by H. Crawford, bookseller",108956046,,,,,,
1151,104184354/image/117789699.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789697,,,,,,
1152,104184354/image/117789483.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789481,,,,,,
1153,104184354/image/117789519.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789517,,,,,,
1154,104184354/image/117789507.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789505,,,,,,
1155,104184354/image/117789459.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789457,,,,,,
1156,104184354/image/117789603.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789601,,,,,,
1157,104184354/image/117789495.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789493,,,,,,
1158,104184354/image/117789651.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789649,,,,,,
1159,104184354/image/117789735.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789733,,,,,,
1160,104184354/image/117789531.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789529,,,,,,
1161,104184354/image/117789639.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789637,,,,,,
1162,104184354/image/117789615.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789613,,,,,,
1163,104184354/image/117789711.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789709,,,,,,
1164,104184354/image/117789687.3.jpg,104184354,Edinburgh,Scotland,,,,"Morren, John, active 1784-1822",,[1800?],L.C.2803,L.C.2803(3),"Printed by J. Morren, Cowgate",117789685,,,,,,
1165,104186483/image/108580629.3.jpg,104186483,Stirling,Scotland,,,,"Randall, C. (Charles), 1749-1812",,1806,L.C.2864,L.C.2864(21),Printed and sold by C. Randall,108580627,,,,,,
1166,104186101/image/108619041.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619039,,,,,,
1167,104186101/image/108619077.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619075,,,,,,
1168,104186101/image/108618957.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108618955,,,,,,
1169,104186101/image/108619101.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619099,,,,,,
1170,104186101/image/108619113.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619111,,,,,,
1171,104186101/image/108619065.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619063,,,,,,
1172,104186101/image/108619017.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619015,,,,,,
1173,104186101/image/108619089.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619087,,,,,,
1174,104186101/image/108619053.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619051,,,,,,
1175,104186101/image/108619125.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619123,,,,,,
1176,104186101/image/108619029.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619027,,,,,,
1177,104186101/image/108619005.3.jpg,104186101,Glasgow,Scotland,,,,,,1852,L.C.2852.H,L.C.2852.H(8),Printed for the booksellers,108619003,,,,,,
1178,104185908/image/108705872.3.jpg,104185908,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2851,L.C.2851(28),Printed for the booksellers,108705870,,,,,,
1179,104186016/image/108691664.3.jpg,104186016,Glasgow,Scotland,,,,,,[1840-1850?],L.C.2852.E,L.C.2852.E(13),Printed for the booksellers,108691662,,,,,,
1180,104184626/image/117860743.3.jpg,104184626,Edinburgh,Scotland,,,,,,[1815-1825?],L.C.2814,L.C.2814(34),Printed for the booksellers in town and country,117860741,,,,,,
1181,104184720/image/108851168.3.jpg,104184720,Edinburgh,Scotland,,,,,,1819,L.C.2817,L.C.2817(17),Printed for the booksellers,108851166,,,,,,
1182,104185403/image/108752240.3.jpg,104185403,Glasgow,Scotland,,,,J. & M. Robertson,,1802,L.C.2836,L.C.2836(25),"Printed by J. & M. Robertson, Saltmarket",108752238,,,,,,
1183,104186391/image/108938984.3.jpg,104186391,Paisley,Scotland,,,,"Falconer, William (Printer)","Smith, Robert, active 1795-1824",1804,L.C.2861.A,L.C.2861.A(15),"Printed for R. Smith, bookseller, by W. Falconer",108938982,,,,,,
1184,104186391/image/108938768.3.jpg,104186391,Paisley,Scotland,,,,"Falconer, William (Printer)","Smith, Robert, active 1795-1824",1804,L.C.2861.A,L.C.2861.A(15),"Printed for R. Smith, bookseller, by W. Falconer",108938766,,,,,,
1185,104186391/image/108938804.3.jpg,104186391,Paisley,Scotland,,,,"Falconer, William (Printer)","Smith, Robert, active 1795-1824",1804,L.C.2861.A,L.C.2861.A(15),"Printed for R. Smith, bookseller, by W. Falconer",108938802,,,,,,
1186,104186391/image/108939116.3.jpg,104186391,Paisley,Scotland,,,,"Falconer, William (Printer)","Smith, Robert, active 1795-1824",1804,L.C.2861.A,L.C.2861.A(15),"Printed for R. Smith, bookseller, by W. Falconer",108939114,,,,,,
